Name,Price,Calories,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin D,Calcium,Iron,Potassium
CHEESE PARTY TRAY,5.99,120 ,9 g,6 g,0 g,30 mg,170 mg,1 g,0 g,0 g,8 g,0.2 mcg,200 mg,0.1 mg,20 mg
OAT STRAWBERRY WITH ALMOND BRITTLE FROZEN DESSERT,3.99,260 ,10 g,8 g,0 g,0 mg,105 mg,39 g,5 g,22 g,1 g,0.0 mcg,10 mg,0.4 mg,10 mg
JUST THE LOBSTERS SMALL BAG,1.29,100 ,0 g,0 g,0 g,0 mg,20 mg,26 g,0 g,19 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
PLAIN ENGLISH MUFFINS,1.99,130 ,1.0 g,0 g,0 g,0 mg,70 mg,24 g,Less than 1g,2 g,5 g,0.0 mcg,10 mg,1.4 mg,50 mg
SAUCE HERBED TAHINI,3.69,160 ,14 g,2.5 g,0 g,0 mg,220 mg,5 g,3 g,0 g,5 g,0 mcg,50 mg,1.7 mg,160 mg
MOISTURIZER ULTRA HYDRATING GEL,8.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORGANIC FRENCH ROLLS,2.49,130 ,0.5 g,0 g,0 g,0 mg,240 mg,26 g,Less than 1 g,0 g,4 g,0.1 mcg,10 mg,1.5 mg,50 mg
BAKING FALAFEL MIX,3.29,180 ,2.0 g,0 g,0 g,0 mg,810 mg,28 g,9 g,1 g,12 g,0.5 mcg,70 mg,3.3 mg,550 mg
SELTZER WITH LEMON AND GINGER ORGANIC,3.29,0 ,0 g,0 g,0 g,0 mg,0 mg,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,10 mg
GNOCCHI OUTSIDE-IN STUFFED,3.69,180 ,3.5 g,2.0 g,0 g,30 mg,680 mg,29 g,3 g,6 g,6 g,0 mcg,60 mg,0.5 mg,390 mg
BOWL CUBAN STYLE CITRUS GARLIC W/ CHICKEN,3.99,400 ,18 g,2.0 g,0 g,45 mg,540 mg,44 g,1 g,13 g,16 g,0.2 mcg,30 mg,2.3 mg,300 mg
HONEY ALEPPO PEPPER SAUCE,3.99,130 ,11 g,1.5 g,0 g,0 mg,260 mg,8 g,0 g,7 g,0 g,0 mcg,0 mg,0.2 mg,10 mg
R-PEANUT AND CRISPY NOODLE SALAD KIT,3.99,140 ,9 g,1.5 g,0 g,0 mg,210 mg,12 g,3 g,5 g,4 g,0.0 mcg,30 mg,0.8 mg,270 mg
ALMOND BUTTER ORGANIC CREAMY NO SALT ADDED,3.99,190 ,17 g,1.5 g,0 g,0 mg,0 mg,7 g,3 g,2 g,7 g,0.0 mcg,90 mg,1.2 mg,230 mg
OIL AVOCADO SPRAY,3.99,0 ,0 g,0 g,0 g,0 mg,0 mg,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
COOKIE STICKS DARK CHOCOLATE,1.99,140 ,6 g,3.5 g,0 g,0 mg,80 mg,19 g,2 g,9 g,2 g,0.0 mcg,10 mg,2.2 mg,80 mg
SPINACH & MUSHROOM QUICHE,2.99,420 ,26 g,17 g,0 g,205 mg,660 mg,35 g,2 g,less than 1g,12 g,1.8 mcg,300 mg,1.2 mg,540 mg
HEMP BEVERAGE UNSWEETENED,2.99,70 ,7 g,0.5 g,0 g,0 mg,95 mg,1 g,1 g,0 g,2 g,0.0 mcg,0 mg,0.0 mg,50 mg
PLANTAIN CHIPS,1.99,140 ,7 g,0.5 g,0 g,0 mg,40 mg,19 g,1 g,0 g,less than 1 g,0 mcg,0 mg,0.2 mg,240 mg
TORTILLA CHIPS GRAINLESS CASSAVA,2.99,130 ,7 g,1.5 g,0 g,0 mg,180 mg,19 g,2 g,less than 1 g,less than 1 g,0 mcg,20 mg,0.5 mg,120 mg
OAT BEVERAGE,2.79,110 ,2.0 g,0 g,0 g,0 mg,25 mg,22 g,3 g,4 g,2 g,0.0 mcg,20 mg,0.2 mg,90 mg
SPARKLING STRAWBERRY JUICE 4 PK,3.99,60 ,0 g,0 g,0 g,0 mg,0 mg,16 g,0 g,15 g,0 g,0.0 mcg,20 mg,0.0 mg,250 mg
MINI THAI TEA MOCHI,3.49,210 ,5 g,3.5 g,0 g,0 mg,50 mg,39 g,0 g,22 g,Less than 1g,0 mcg,10 mg,0.4 mg,80 mg
JACKFRUIT YELLOW CURRY,2.99,470 ,18 g,15 g,0 g,0 mg,580 mg,70 g,3 g,8 g,8 g,0 mcg,60 mg,2.9 mg,470 mg
PIZZA CRUST CAULIFLOWER,3.99,80 ,0 g,0 g,0 g,0 mg,220 mg,17 g,1 g,Less than 1g,1 g,0 mcg,10 mg,0.1 mg,60 mg
THAI GREEN CURRY SIMMER SAUCE,1.99,170 ,17 g,11 g,0 g,0 mg,520 mg,6 g,1 g,1 g,0 g,0 mcg,20 mg,0.7 mg,140 mg
HONEY WALNUT SHRIMP,6.99,500,28 g,8 g,0 g,125 mg,670 mg,22 g,2 g,26 g,24 g,0 mcg,63 mg,0 mg,141 mg
SPICE NORI KOMI FURIKAKE,2.99,25 ,1.5 g,1.0 g,0 g,0 mg,220 mg,1 g,1 g,0 g,1 g,0 mcg,40 mg,1.4 mg,40 mg
SAMOSAS VEGETABLE,3.99,160 ,7 g,0.5 g,0 g,0 mg,260 mg,20 g,2 g,0 g,4 g,0.4 mcg,20 mg,1.2 mg,130 mg
RICH HYDRATING FACE SHEET MASK,1.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MILK CHOCO HALF GALLON WHOLE,3.99,220 ,8 g,4.5 g,0 g,20 mg,170 mg,30 g,less than 1 g,30 g,8 g,2.5 mcg,260 mg,0.9 mg,410 mg
PASTA ORGANIC YELLOW LENTIL BROWN RICE SPAGHETTI,3.49,190 ,0 g,0 g,0 g,0 mg,0 mg,32 g,3 g,1 g,14 g,0 mcg,10 mg,1.6 mg,480 mg
SOUP BROCCOLI UNEXPECTED CHEDDAR,4.99,220 ,14 g,9 g,0 g,40 mg,780 mg,13 g,1 g,5 g,10 g,2.3 mcg,280 mg,0.4 mg,250 mg
SWEET PULL APART ROLLS,3.49,90 ,1.0 g,0 g,0 g,Less than 5mg mg,110 mg,19 g,1 g,5 g,5 g,0.0 mcg,0 mg,0.8 mg,30 mg
FACIAL TONER ROSE WATER,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PLANTAIN CROUTONS,1.99,35 ,1.5 g,0.5 g,0 g,0 mg,25 mg,5 g,0 g,less than 1 g,0 g,0 mcg,0 mg,0.1 mg,50 mg
DARK CHOC 85% UGANDA BAR,1.99,190 ,15 g,9 g,0 g,0 mg,0 mg,10 g,4 g,4 g,3 g,0.6 mcg,20 mg,3.4 mg,210 mg
GRANOLA GINGER TURMERIC GF,3.49,270 ,9 g,6 g,0 g,0 mg,135 mg,43 g,5 g,14 g,5 g,0 mcg,30 mg,2.1 mg,180 mg
CHILE GARLIC CASHEW,3.99,170 ,13 g,2.5 g,0 g,0 mg,150 mg,10 g,1 g,1 g,5 g,0 mcg,10 mg,1.8 mg,170 mg
POP UP SPONGES,8.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GONE BERRY CRAZY DARK CHOCOLATE STRAWBERRY PIECES,2.99,100 ,3.5 g,2.5 g,0 g,0 mg,20 mg,15 g,2 g,12 g,Less than 1 g,0 mcg,30 mg,1.0 mg,90 mg
DUMPLINGS PORK AND GINGER SOUP,3.49,270 ,10 g,3 g,0 g,40 mg,560 mg,30 g,1 g,3 g,14 g,0.2 mcg,20 mg,1.9 mg,190 mg
BOWL ORGANIC ACAI WITH BERRIES & GRANOLA,3.99,260 ,10 g,4.5 g,0 g,0 mg,20 mg,44 g,9 g,18 g,4 g,0 mcg,50 mg,1.8 mg,450 mg
TJ PET RES CAB FRANC PASO ROBLES,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
